bubblesort_Slow ; 0.954895019531250000, 0.806152343750000000,  ,  ,  113.098 
bubblesort_Slow ; 1.326599121093750000, 1.243652343750000000,  ,  ,  97.413 
bubblesort_Slow ; 1.593811035156250000, 1.510009765625000000,  ,  ,  97.714 
bubblesort_Slow ; 1.576843261718750000, 1.507019042968750000,  ,  ,  97.49 
bubblesort_Slow ; 1.598510742187500000, 1.509399414062500000,  ,  ,  97.356 
bubblesort_Slow ; 1.580139160156250000, 1.509338378906250000,  ,  ,  97.392 
bubblesort_Slow ; 1.588134765625000000, 1.514038085937500000,  ,  ,  97.21 
bubblesort_Slow ; 3.769409179687500000, 3.486877441406250000,  ,  ,  354.988 
bubblesort_Slow ; 3.928405761718750000, 3.616088867187500000,  ,  ,  372.126 
bubblesort_Slow ; 1.578063964843750000, 1.508361816406250000,  ,  ,  97.439 
bubblesort_Slow ; 3.255187988281250000, 3.028381347656250000,  ,  ,  294.503 
bubblesort_Slow ; 1.603271484375000000, 1.519592285156250000,  ,  ,  97.564 
bubblesort_Slow ; 3.275268554687500000, 3.039123535156250000,  ,  ,  294.998 
bubblesort_Slow ; 4.011474609375000000, 3.702514648437500000,  ,  ,  382.81 
bubblesort_Slow ; 1.587341308593750000, 1.514892578125000000,  ,  ,  97.296 
bubblesort_Slow ; 1.606689453125000000, 1.519348144531250000,  ,  ,  97.486 
bubblesort_Slow ; 4.062316894531250000, 3.757629394531250000,  ,  ,  388.325 
bubblesort_Slow ; 4.027954101562500000, 3.720703125000000000,  ,  ,  382.904 
bubblesort_Slow ; 1.587402343750000000, 1.513854980468750000,  ,  ,  97.271 
bubblesort_Slow ; 1.614624023437500000, 1.529113769531250000,  ,  ,  97.645 
bubblesort_Slow ; 4.161132812500000000, 3.861633300781250000,  ,  ,  387.628 
bubblesort_Slow ; 1.631958007812500000, 1.539428710937500000,  ,  ,  98.163 
bubblesort_Slow ; 3.301086425781250000, 3.067687988281250000,  ,  ,  297.252 
bubblesort_Slow ; 4.008544921875000000, 3.709533691406250000,  ,  ,  381.285 
bubblesort_Slow ; 1.605102539062500000, 1.530822753906250000,  ,  ,  97.245 
bubblesort_Slow ; 1.614685058593750000, 1.526916503906250000,  ,  ,  97.455 
bubblesort_Slow ; 4.180480957031250000, 3.801391601562500000,  ,  ,  390.137 
bubblesort_Slow ; 4.011718750000000000, 3.706909179687500000,  ,  ,  380.944 
bubblesort_Slow ; 1.595642089843750000, 1.521728515625000000,  ,  ,  97.301 
bubblesort_Slow ; 1.621520996093750000, 1.531738281250000000,  ,  ,  97.361 
bubblesort_Slow ; 4.105651855468750000, 3.803527832031250000,  ,  ,  390.693 
bubblesort_Slow ; 1.619873046875000000, 1.534912109375000000,  ,  ,  97.63 
bubblesort_Slow ; 4.831359863281250000, 4.449340820312500000,  ,  ,  473.905 
bubblesort_Slow ; 1.613586425781250000, 1.539794921875000000,  ,  ,  98.311 
bubblesort_Slow ; 3.301147460937500000, 3.061950683593750000,  ,  ,  294.871 
bubblesort_Slow ; 1.618347167968750000, 1.536254882812500000,  ,  ,  97.725 
bubblesort_Slow ; 3.307922363281250000, 3.071899414062500000,  ,  ,  295.098 
bubblesort_Slow ; 4.084106445312500000, 3.771118164062500000,  ,  ,  383.725 
bubblesort_Slow ; 1.699645996093750000, 1.608886718750000000,  ,  ,  129.767 
bubblesort_Slow ; 1.624633789062500000, 1.531188964843750000,  ,  ,  97.207 
bubblesort_Slow ; 4.065673828125000000, 3.760681152343750000,  ,  ,  384.159 
bubblesort_Slow ; 2.489013671875000000, 2.333435058593750000,  ,  ,  201.326 
bubblesort_Slow ; 2.352966308593750000, 2.199707031250000000,  ,  ,  182.673 
bubblesort_Slow ; 2.409118652343750000, 2.263183593750000000,  ,  ,  190.354 
