bubblesort_slow ; 0.033325195312500000, 0.016540527343750000,  ,  ,  12.449 
bubblesort_slow ; 0.027648925781250000, 0.012145996093750000,  ,  ,  12.845 
bubblesort_slow ; 0.027954101562500000, 0.007446289062500000,  ,  ,  14.167 
bubblesort_slow ; 0.030822753906250000, 0.007141113281250000,  ,  ,  14.898 
bubblesort_slow ; 0.030395507812500000, 0.007202148437500000,  ,  ,  15.144 
bubblesort_slow ; 0.031982421875000000, 0.007080078125000000,  ,  ,  15.242 
bubblesort_slow ; 0.035583496093750000, 0.007507324218750000,  ,  ,  14.435 
bubblesort_slow ; 0.026428222656250000, 0.009094238281250000,  ,  ,  13.505 
bubblesort_slow ; 0.024047851562500000, 0.008605957031250000,  ,  ,  13.347 
bubblesort_slow ; 0.023742675781250000, 0.008605957031250000,  ,  ,  13.506 
bubblesort_slow ; 0.024414062500000000, 0.008483886718750000,  ,  ,  13.175 
bubblesort_slow ; 0.023925781250000000, 0.008666992187500000,  ,  ,  13.554 
bubblesort_slow ; 0.025390625000000000, 0.008605957031250000,  ,  ,  14.039 
bubblesort_slow ; 0.025756835937500000, 0.008789062500000000,  ,  ,  13.731 
bubblesort_slow ; 0.023193359375000000, 0.008178710937500000,  ,  ,  13.738 
bubblesort_slow ; 0.023193359375000000, 0.008422851562500000,  ,  ,  13.743 
bubblesort_slow ; 0.025573730468750000, 0.008483886718750000,  ,  ,  13.772 
bubblesort_slow ; 0.024963378906250000, 0.007690429687500000,  ,  ,  13.342 
bubblesort_slow ; 0.023620605468750000, 0.007812500000000000,  ,  ,  13.648 
bubblesort_slow ; 0.027404785156250000, 0.007995605468750000,  ,  ,  13.704 
bubblesort_slow ; 0.022521972656250000, 0.007690429687500000,  ,  ,  13.658 
bubblesort_slow ; 0.025146484375000000, 0.007812500000000000,  ,  ,  13.873 
bubblesort_slow ; 0.022827148437500000, 0.007629394531250000,  ,  ,  13.528 
bubblesort_slow ; 0.024780273437500000, 0.007995605468750000,  ,  ,  13.755 
bubblesort_slow ; 0.023132324218750000, 0.007507324218750000,  ,  ,  13.663 
bubblesort_slow ; 0.057617187500000000, 0.007751464843750000,  ,  ,  44.545 
bubblesort_slow ; 0.049987792968750000, 0.006530761718750000,  ,  ,  36.099 
bubblesort_slow ; 0.058776855468750000, 0.006774902343750000,  ,  ,  46.091 
bubblesort_slow ; 0.052246093750000000, 0.006469726562500000,  ,  ,  35.612 
bubblesort_slow ; 0.022338867187500000, 0.005371093750000000,  ,  ,  15.48 
bubblesort_slow ; 0.027893066406250000, 0.005554199218750000,  ,  ,  15.054 
bubblesort_slow ; 0.024047851562500000, 0.005798339843750000,  ,  ,  15.389 
bubblesort_slow ; 0.023132324218750000, 0.005432128906250000,  ,  ,  15.021 
bubblesort_slow ; 0.021240234375000000, 0.005249023437500000,  ,  ,  14.763 
bubblesort_slow ; 0.022644042968750000, 0.005371093750000000,  ,  ,  15.168 
bubblesort_slow ; 0.027160644531250000, 0.005493164062500000,  ,  ,  15.328 
bubblesort_slow ; 0.022705078125000000, 0.005798339843750000,  ,  ,  15.225 
bubblesort_slow ; 0.022094726562500000, 0.005126953125000000,  ,  ,  15.15 
bubblesort_slow ; 0.022460937500000000, 0.005371093750000000,  ,  ,  15.064 
bubblesort_slow ; 0.022766113281250000, 0.005187988281250000,  ,  ,  15.28 
